Alumno[Nombre:  Zaharie Aguilar Juarez, Num. de Cuenta: 3250872, Edad: 19, Direccion: AV JAVIER ROJO GOMEZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9040, Semestre: 1, Num. Inscripcion: 780],
Alumno[Nombre:  Urias Vazquez Guzman, Num. de Cuenta: 3220873, Edad: 25, Direccion: GILBERTO BOLAÑOS CACHO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6780, Semestre: 7, Num. Inscripcion: 447],
Alumno[Nombre:  Seida Jimenez Perez, Num. de Cuenta: 3210874, Edad: 26, Direccion: AV MEXICO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,10820, Semestre: 9, Num. Inscripcion: 414],
Alumno[Nombre:  Levin Martinez Mendoza, Num. de Cuenta: 3210875, Edad: 24, Direccion: BLVD LOPEZ MATEOS, BAJA CALIFORNIA, BAJA CALIFORNIA,21070, Semestre: 9, Num. Inscripcion: 459],
Alumno[Nombre:  Madai Cruz Torres, Num. de Cuenta: 3220876, Edad: 25, Direccion: ARMANDO FIERRO, BAJA CALIFORNIA, BAJA CALIFORNIA,21910, Semestre: 8, Num. Inscripcion: 257],
Alumno[Nombre:  Anatol Santiago Morales, Num. de Cuenta: 3250877, Edad: 19, Direccion: AVE MALINCHE, BAJA CALIFORNIA, BAJA CALIFORNIA,22044, Semestre: 1, Num. Inscripcion: 915],
Alumno[Nombre:  Numa Rivera Herrera, Num. de Cuenta: 3220878, Edad: 25, Direccion: BLVD NATURA, BAJA CALIFORNIA, BAJA CALIFORNIA,22165, Semestre: 7, Num. Inscripcion: 382],
Alumno[Nombre:  Tabara Guerrero Estrada, Num. de Cuenta: 3220879, Edad: 24, Direccion: DIVISION DEL NORTE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3650, Semestre: 8, Num. Inscripcion: 144],
Alumno[Nombre:  Urias Moreno Herrera, Num. de Cuenta: 3230880, Edad: 21, Direccion: ZAPOTLA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,8610, Semestre: 5, Num. Inscripcion: 386],
Alumno[Nombre:  Anatol Dominguez Velazquez, Num. de Cuenta: 3230881, Edad: 21, Direccion: JOSE MARIA VERTIZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6720, Semestre: 5, Num. Inscripcion: 375],
Alumno[Nombre:  Elimar Moreno Reyes, Num. de Cuenta: 3230882, Edad: 21, Direccion: CALZADA MACRISTY, BAJA CALIFORNIA, BAJA CALIFORNIA,21250, Semestre: 5, Num. Inscripcion: 406],
Alumno[Nombre:  Numa Guzman Contreras, Num. de Cuenta: 3220883, Edad: 26, Direccion: UNIVERSIDAD, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3100, Semestre: 7, Num. Inscripcion: 321],
Alumno[Nombre:  Kalani Salazar Cruz, Num. de Cuenta: 3210884, Edad: 25, Direccion: EMPERADORES AZTECAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9410, Semestre: 10, Num. Inscripcion: 465],
Alumno[Nombre:  Cleta Castro Moreno, Num. de Cuenta: 3220885, Edad: 25, Direccion: CARLOS SAGREDO, AGUASCALIENTES, AGUASCALIENTES,20010, Semestre: 7, Num. Inscripcion: 292],
Alumno[Nombre:  Madai Vazquez Martinez, Num. de Cuenta: 3240886, Edad: 20, Direccion: CARRETERA FEDERAL MEXICALI TIJUANA, BAJA CALIFORNIA, BAJA CALIFORNIA,21510, Semestre: 4, Num. Inscripcion: 266],
Alumno[Nombre:  Ismain Jimenez Juarez, Num. de Cuenta: 3220887, Edad: 26, Direccion: AV ADOLFO LOPEZ MATEOS,QUINTANA ROO, QUINTANA ROO,77030, Semestre: 7, Num. Inscripcion: 429],
Alumno[Nombre:  Lartaun Ruiz Aguilar, Num. de Cuenta: 3230888, Edad: 21, Direccion: PARQUE LIRA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11840, Semestre: 5, Num. Inscripcion: 383],
Alumno[Nombre:  Arlena Haruka Guzman Martinez, Num. de Cuenta: 3250889, Edad: 18, Direccion: AVENIDA DEL MAGISTERIO, BAJA CALIFORNIA, BAJA CALIFORNIA,21370, Semestre: 1, Num. Inscripcion: 793],
Alumno[Nombre:  Larabi Juarez Salazar, Num. de Cuenta: 3230890, Edad: 23, Direccion: CALZADA MINAS DE ARENA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1120, Semestre: 6, Num. Inscripcion: 304],
Alumno[Nombre:  Madai Kalani Juarez Juarez, Num. de Cuenta: 3230891, Edad: 20, Direccion: PEKIN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15430, Semestre: 5, Num. Inscripcion: 336],
Alumno[Nombre:  Junio Romero Herrera, Num. de Cuenta: 3240892, Edad: 22, Direccion: LUIS G CERVANTES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9510, Semestre: 4, Num. Inscripcion: 237],
Alumno[Nombre:  Naysa Santiago Ortiz, Num. de Cuenta: 3220893, Edad: 25, Direccion: AVENIDA ABADES, BAJA CALIFORNIA, BAJA CALIFORNIA,21376, Semestre: 8, Num. Inscripcion: 431],
Alumno[Nombre:  Elaya Chavez Santiago, Num. de Cuenta: 3240894, Edad: 21, Direccion: CANAL DEL MORAL MZ 80, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9310, Semestre: 3, Num. Inscripcion: 575],
Alumno[Nombre:  Urias Cruz Medina, Num. de Cuenta: 3210895, Edad: 24, Direccion: RENATO LEDUC, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14050, Semestre: 9, Num. Inscripcion: 352],
Alumno[Nombre:  Eloa Castro Contreras, Num. de Cuenta: 3230896, Edad: 21, Direccion: PORTALES, BAJA CALIFORNIA SUR, BAJA CALIFORNIA SUR,23473, Semestre: 5, Num. Inscripcion: 453],
Alumno[Nombre:  Elber Vargas Mendez, Num. de Cuenta: 3240897, Edad: 20, Direccion: AV MARINA NACIONAL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11320, Semestre: 4, Num. Inscripcion: 254],
Alumno[Nombre:  Loira Torres Rivera, Num. de Cuenta: 3210898, Edad: 26, Direccion: AV SAN BERNABE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,10020, Semestre: 9, Num. Inscripcion: 357],
Alumno[Nombre:  Aral Moreno Torres, Num. de Cuenta: 3220899, Edad: 26, Direccion: TECAMACHALCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11650, Semestre: 7, Num. Inscripcion: 162],
Alumno[Nombre:  Veda Haruka Vargas Aguilar, Num. de Cuenta: 3240900, Edad: 23, Direccion: GUANAJUATO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6700, Semestre: 4, Num. Inscripcion: 396],
Alumno[Nombre:  Sante Rodriguez Romero, Num. de Cuenta: 3230901, Edad: 23, Direccion: ZARCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6300, Semestre: 6, Num. Inscripcion: 405],
Alumno[Nombre:  Xue Gonzalez Perez, Num. de Cuenta: 3240902, Edad: 20, Direccion: SANTA URSULA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4600, Semestre: 3, Num. Inscripcion: 285],
Alumno[Nombre:  Daler Chavez Garcia, Num. de Cuenta: 3250903, Edad: 19, Direccion: BLVD ANAHUAC, BAJA CALIFORNIA, BAJA CALIFORNIA,21355, Semestre: 1, Num. Inscripcion: 650],
Alumno[Nombre:  Nagai Sante Lopez Perez, Num. de Cuenta: 3250904, Edad: 19, Direccion: MIGUEL LERDO DE TEJADA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7140, Semestre: 1, Num. Inscripcion: 768],
Alumno[Nombre:  Maela Guerrero Rojas, Num. de Cuenta: 3240905, Edad: 20, Direccion: PUENTE DE ALVARADO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6300, Semestre: 3, Num. Inscripcion: 469],
Alumno[Nombre: Aitara Alvarez Santiago, Num. de Cuenta: 3230906, Edad: 23, Direccion: NICOLAS LEON, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15900, Semestre: 6, Num. Inscripcion: 500],
Alumno[Nombre:  Mamen Munoz Salazar, Num. de Cuenta: 3240907, Edad: 18, Direccion: ACALHUACAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,"	15660", Semestre: 3, Num. Inscripcion: 301],
Alumno[Nombre:  Elaya Juarez Dominguez, Num. de Cuenta: 3250908, Edad: 19, Direccion: REPUBLICA DE BRASIL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6020, Semestre: 2, Num. Inscripcion: 506],
Alumno[Nombre:  Vidar Velazquez Rodriguez, Num. de Cuenta: 3220909, Edad: 26, Direccion: AVENIDA 8 ESQUINA CALLE 13, VERACRUZ, VERACRUZ,94297, Semestre: 8, Num. Inscripcion: 214],
Alumno[Nombre:  Tabara Aguilar Morales, Num. de Cuenta: 3210910, Edad: 25, Direccion: AVENIDA 5 DE MAYO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1600, Semestre: 9, Num. Inscripcion: 283],
Alumno[Nombre:  Fara Idelia Rivera Velazquez, Num. de Cuenta: 3230911, Edad: 21, Direccion: RAFAEL ALDUCIN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3100, Semestre: 5, Num. Inscripcion: 254],
Alumno[Nombre:  Kalani Jimenez Aguilar, Num. de Cuenta: 3230912, Edad: 23, Direccion: ALFREDO CHAVERO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6800, Semestre: 5, Num. Inscripcion: 359],
Alumno[Nombre:  Alane De la Cruz Perez, Num. de Cuenta: 3240913, Edad: 22, Direccion: AV CONVENCION, AGUASCALIENTES, AGUASCALIENTES,20020, Semestre: 4, Num. Inscripcion: 346],
Alumno[Nombre:  Haruka Rodriguez Herrera, Num. de Cuenta: 3250914, Edad: 18, Direccion: CAÑUELA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9640, Semestre: 2, Num. Inscripcion: 218],
Alumno[Nombre:  Nagai Guzman Ramos, Num. de Cuenta: 3230915, Edad: 20, Direccion: AV LIC JAVIER ROJO GOMEZ, QUINTANA ROO, QUINTANA ROO,77300, Semestre: 5, Num. Inscripcion: 334],
Alumno[Nombre:  Larabi Diaz Mendez, Num. de Cuenta: 3240916, Edad: 20, Direccion: CARRETERA 45 NORTE, AGUASCALIENTES, AGUASCALIENTES,20460, Semestre: 3, Num. Inscripcion: 416],
Alumno[Nombre:  Xue Cleta Reyes Martinez, Num. de Cuenta: 3220917, Edad: 27, Direccion: AV CONVENCION PTE, AGUASCALIENTES, AGUASCALIENTES,20210, Semestre: 8, Num. Inscripcion: 338],
Alumno[Nombre:  Naraya Moreno Romero, Num. de Cuenta: 3220918, Edad: 23, Direccion: SIGLO XXI, AGUASCALIENTES, AGUASCALIENTES,20126, Semestre: 7, Num. Inscripcion: 335],
Alumno[Nombre:  Daler Ortiz Romero, Num. de Cuenta: 3240919, Edad: 23, Direccion: AV JOSE VASCONCELOS, NUEVO LEON, NUEVO LEON,66200, Semestre: 4, Num. Inscripcion: 385],
Alumno[Nombre: Aitara Ramos Alvarez, Num. de Cuenta: 3220920, Edad: 25, Direccion: CALZADA DE TLALPAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3400, Semestre: 8, Num. Inscripcion: 253],
Alumno[Nombre:  Madai Cleta Juarez Sanchez, Num. de Cuenta: 3220921, Edad: 24, Direccion: CARRETERA 22 RINCON   ASIENTOS, AGUASCALIENTES, AGUASCALIENTES,20400, Semestre: 7, Num. Inscripcion: 265],
Alumno[Nombre:  Seida Kara Guzman Vazquez, Num. de Cuenta: 3220922, Edad: 27, Direccion: PASEOS DE AMARILLAS, AGUASCALIENTES, AGUASCALIENTES,20924, Semestre: 8, Num. Inscripcion: 353],
Alumno[Nombre:  Junio Alane Rivera Guerrero, Num. de Cuenta: 3250923, Edad: 19, Direccion: KM 32 CARRETERA PARRAL JIMENEZ,"	CHIHUAHUA",CHIHUAHUA,33925, Semestre: 1, Num. Inscripcion: 947],
Alumno[Nombre:  Coco Rojas Reyes, Num. de Cuenta: 3210924, Edad: 26, Direccion: MANUEL FERNANDEZ LEAL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4330, Semestre: 9, Num. Inscripcion: 309],
Alumno[Nombre:  Zaharie Anatol Vazquez Guerrero, Num. de Cuenta: 3240925, Edad: 20, Direccion: AV CEYLAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,2300, Semestre: 3, Num. Inscripcion: 195],
Alumno[Nombre:  Anhara Naysa Torres Ortiz, Num. de Cuenta: 3220926, Edad: 22, Direccion: AV CANAL DEL MORAL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9300, Semestre: 7, Num. Inscripcion: 193],
Alumno[Nombre:  Aloe Haruka Cruz Castillo, Num. de Cuenta: 3230927, Edad: 22, Direccion: CARRETERA MEXICALI SAN FELIPE, BAJA CALIFORNIA, BAJA CALIFORNIA,21387, Semestre: 6, Num. Inscripcion: 342],
Alumno[Nombre:  Ismain Naysa Guerrero Luna, Num. de Cuenta: 3210928, Edad: 24, Direccion: AV LAZARO CARDENAS, NUEVO LEON, NUEVO LEON,66260, Semestre: 10, Num. Inscripcion: 342],
Alumno[Nombre:  Coco Anhara Herrera Rodriguez, Num. de Cuenta: 3210929, Edad: 24, Direccion: BLVD A ZACATECAS, AGUASCALIENTES, AGUASCALIENTES,20311, Semestre: 9, Num. Inscripcion: 425],
Alumno[Nombre:  Fara Garcia Gomez, Num. de Cuenta: 3210930, Edad: 25, Direccion: CALLE SAN LUIS RIO COLORADO, BAJA CALIFORNIA, BAJA CALIFORNIA,21395, Semestre: 10, Num. Inscripcion: 326],
Alumno[Nombre: Ananda Mendez Jimenez, Num. de Cuenta: 3250931, Edad: 21, Direccion: CALLE 16 DE SPETIEMBRE,"	MEXICO", MEXICO,"	55690", Semestre: 2, Num. Inscripcion: 379],
Alumno[Nombre:  Junio Xue Herrera Ortega, Num. de Cuenta: 3210932, Edad: 24, Direccion: ORIENTE 229, CIUDAD DE MEXICO, CIUDAD DE MEXICO,8500, Semestre: 10, Num. Inscripcion: 293],
Alumno[Nombre:  Numa Chavez Garcia, Num. de Cuenta: 3230933, Edad: 22, Direccion: XOCHITL, HIDALGO, HIDALGO,43696, Semestre: 6, Num. Inscripcion: 461],
Alumno[Nombre:  Idelia Jimenez Castro, Num. de Cuenta: 3240934, Edad: 20, Direccion: CAÑON GUADALAJARA, BAJA CALIFORNIA, BAJA CALIFORNIA,22116, Semestre: 3, Num. Inscripcion: 512],
Alumno[Nombre:  Numa Flores Ramirez, Num. de Cuenta: 3240935, Edad: 18, Direccion: AV UXMAL, BAJA CALIFORNIA, BAJA CALIFORNIA,21050, Semestre: 3, Num. Inscripcion: 337],
Alumno[Nombre:  Larabi Idelia De la Cruz De la Cruz, Num. de Cuenta: 3240936, Edad: 20, Direccion: STA LUCIA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1430, Semestre: 4, Num. Inscripcion: 201],
Alumno[Nombre:  Urias Sanchez Vazquez, Num. de Cuenta: 3210937, Edad: 25, Direccion: CALZADA GRAL LAZARO CARDENAS, BAJA CALIFORNIA, BAJA CALIFORNIA,21360, Semestre: 9, Num. Inscripcion: 276],
Alumno[Nombre:  Levin Gomez Ortega, Num. de Cuenta: 3220938, Edad: 27, Direccion: CARRETERA MOCHIS SAN BLAS, SINALOA, SINALOA,81893, Semestre: 7, Num. Inscripcion: 336],
Alumno[Nombre:  Junio Moreno Luna, Num. de Cuenta: 3230939, Edad: 23, Direccion: RODOLFO LANDEROS, AGUASCALIENTES, AGUASCALIENTES,20174, Semestre: 5, Num. Inscripcion: 329],
Alumno[Nombre:  Veda Gutierrez Jimenez, Num. de Cuenta: 3230940, Edad: 22, Direccion: ALFREDO CHAVERO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6800, Semestre: 6, Num. Inscripcion: 422],
Alumno[Nombre:  Rio Rojas Ortiz, Num. de Cuenta: 3240941, Edad: 21, Direccion: CALLE URUGUAY, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6060, Semestre: 3, Num. Inscripcion: 303],
Alumno[Nombre:  Elber Bautista Rodriguez, Num. de Cuenta: 3240942, Edad: 19, Direccion: AVENIDA LA PUNTA, BAJA CALIFORNIA, BAJA CALIFORNIA,21040, Semestre: 3, Num. Inscripcion: 430],
Alumno[Nombre:  Aloe Salazar Cruz, Num. de Cuenta: 3220943, Edad: 26, Direccion: GUANAJUATO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6700, Semestre: 7, Num. Inscripcion: 391],
Alumno[Nombre:  Cleta Reyes Medina, Num. de Cuenta: 3250944, Edad: 19, Direccion: EMPERADORES AZTECAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9410, Semestre: 2, Num. Inscripcion: 212],
Alumno[Nombre:  Kara Daler Estrada Gonzalez, Num. de Cuenta: 3250945, Edad: 18, Direccion: BLVDGUSTAVO DIAZ ORDAZ, BAJA CALIFORNIA, BAJA CALIFORNIA,22127, Semestre: 2, Num. Inscripcion: 469],
Alumno[Nombre:  Kara Bautista Hernandez, Num. de Cuenta: 3220946, Edad: 26, Direccion: AV J MANUEL DE HERRERA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1110, Semestre: 7, Num. Inscripcion: 460],
Alumno[Nombre:  Coco Ortega Ruiz, Num. de Cuenta: 3220947, Edad: 25, Direccion: TETIZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14109, Semestre: 7, Num. Inscripcion: 359],
Alumno[Nombre:  Urias Zaharie Castro Castro, Num. de Cuenta: 3250948, Edad: 20, Direccion: BLVD DE LA PLATA, BAJA CALIFORNIA, BAJA CALIFORNIA,22163, Semestre: 2, Num. Inscripcion: 489],
Alumno[Nombre: Ananda Rojas Castillo, Num. de Cuenta: 3240949, Edad: 20, Direccion: TETIZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14109, Semestre: 4, Num. Inscripcion: 417],
Alumno[Nombre:  Tonino Jimenez Herrera, Num. de Cuenta: 3220950, Edad: 26, Direccion: CARRETERA ESTATAL EJIDO MONTERREY GUADALUPE VICTORIA, BAJA CALIFORNIA, BAJA CALIFORNIA,21913, Semestre: 8, Num. Inscripcion: 342],
Alumno[Nombre:  Veda Lopez Vargas, Num. de Cuenta: 3210951, Edad: 26, Direccion: ORIENTE 164, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15530, Semestre: 10, Num. Inscripcion: 452],
Alumno[Nombre:  Haruka Haruka Medina Ortega, Num. de Cuenta: 3220952, Edad: 26, Direccion: ADOLFO DE LA HUERTA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1290, Semestre: 8, Num. Inscripcion: 396],
Alumno[Nombre:  Sante Flores Medina, Num. de Cuenta: 3250953, Edad: 18, Direccion: AV DE LAS MINAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9640, Semestre: 2, Num. Inscripcion: 479],
Alumno[Nombre: Ananda Rio Rojas Dominguez, Num. de Cuenta: 3240954, Edad: 19, Direccion: CARR MEXICO TOLUCA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,5118, Semestre: 3, Num. Inscripcion: 505],
Alumno[Nombre:  Anatol Mendez Gonzalez, Num. de Cuenta: 3250955, Edad: 18, Direccion: EZEQUIEL MONTES NORTE,"	QUERETARO", QUERETARO,76000, Semestre: 1, Num. Inscripcion: 650],
Alumno[Nombre:  Tabara Santiago Vargas, Num. de Cuenta: 3240956, Edad: 21, Direccion: AV IGNACIO ZARAGOZA, BAJA CALIFORNIA, BAJA CALIFORNIA,21620, Semestre: 4, Num. Inscripcion: 277],
Alumno[Nombre:  Nagai Ramirez Ramos, Num. de Cuenta: 3220957, Edad: 24, Direccion: REPUBLICA DEL ECUADOR, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6010, Semestre: 7, Num. Inscripcion: 318],
Alumno[Nombre:  Junio Castillo Vazquez, Num. de Cuenta: 3210958, Edad: 24, Direccion: CALLE INSURGENTES, VERACRUZ, VERACRUZ,91670, Semestre: 9, Num. Inscripcion: 302],
Alumno[Nombre:  Fara Rojas Contreras, Num. de Cuenta: 3220959, Edad: 25, Direccion: PASEO SAN GERARDO, AGUASCALIENTES, AGUASCALIENTES,20126, Semestre: 7, Num. Inscripcion: 349],
Alumno[Nombre:  Levin Vazquez Guerrero, Num. de Cuenta: 3220960, Edad: 25, Direccion: BLVD AEROPUERTO KM 2+200, AGUASCALIENTES, AGUASCALIENTES,20340, Semestre: 7, Num. Inscripcion: 255],
Alumno[Nombre:  Rio Flores Chavez, Num. de Cuenta: 3220961, Edad: 24, Direccion: AV ADOLFO RUÍZ CORTINES PONIENTE, TABASCO, TABASCO,86100, Semestre: 8, Num. Inscripcion: 208],
Alumno[Nombre:  Tonino Salazar Ramos, Num. de Cuenta: 3220962, Edad: 24, Direccion: ESCUADRON TRUJANO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9530, Semestre: 8, Num. Inscripcion: 247],
Alumno[Nombre: Aitara Vazquez Luna, Num. de Cuenta: 3220963, Edad: 25, Direccion: CARRETERA FEDERAL 57 KM 1198, COAHUILA, COAHUILA,26832, Semestre: 8, Num. Inscripcion: 370],
Alumno[Nombre:  Aral Arlena Torres Sanchez, Num. de Cuenta: 3220964, Edad: 27, Direccion: COMERCIO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11800, Semestre: 7, Num. Inscripcion: 334],
Alumno[Nombre:  Ismain Castillo Ruiz, Num. de Cuenta: 3210965, Edad: 27, Direccion: PROLONGACION GUERRERO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6920, Semestre: 9, Num. Inscripcion: 194],
Alumno[Nombre:  Junio Torres Sanchez, Num. de Cuenta: 3210966, Edad: 25, Direccion: CARRETERA 45 NORTE, AGUASCALIENTES, AGUASCALIENTES,20460, Semestre: 10, Num. Inscripcion: 313],
Alumno[Nombre:  Anhara Luna Salazar, Num. de Cuenta: 3250967, Edad: 19, Direccion: AV TLAHUAC, CIUDAD DE MEXICO, CIUDAD DE MEXICO,13360, Semestre: 1, Num. Inscripcion: 600],
Alumno[Nombre:  Vidar Dominguez Garcia, Num. de Cuenta: 3220968, Edad: 27, Direccion: ANDRES MOLINA ENRIQUEZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9440, Semestre: 7, Num. Inscripcion: 393],
Alumno[Nombre:  Kalani Gomez Chavez, Num. de Cuenta: 3250969, Edad: 18, Direccion: ORIENTE 106, CIUDAD DE MEXICO, CIUDAD DE MEXICO,8030, Semestre: 2, Num. Inscripcion: 388],
Alumno[Nombre:  Lartaun Juarez Lopez, Num. de Cuenta: 3230970, Edad: 21, Direccion: UBICADO EN LA ESTACION COLEGIO MILITAR, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6400, Semestre: 5, Num. Inscripcion: 340],
Alumno[Nombre: Aitara Dominguez Guzman, Num. de Cuenta: 3230971, Edad: 20, Direccion: RODOLFO LANDEROS, AGUASCALIENTES, AGUASCALIENTES,20174, Semestre: 5, Num. Inscripcion: 421],
Alumno[Nombre:  Eloa Garcia Moreno, Num. de Cuenta: 3240972, Edad: 19, Direccion: FRANCISCO ZARCO, JALISCO, JALISCO,47800, Semestre: 3, Num. Inscripcion: 502],
Alumno[Nombre:  Vidar Kui Mendez Guzman, Num. de Cuenta: 3240973, Edad: 20, Direccion: AV RIO AMECA, BAJA CALIFORNIA, BAJA CALIFORNIA,21399, Semestre: 4, Num. Inscripcion: 296],
Alumno[Nombre: Ananda Idelia De la Cruz Ruiz, Num. de Cuenta: 3210974, Edad: 25, Direccion: RENATO LEDUC, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14050, Semestre: 10, Num. Inscripcion: 299],
Alumno[Nombre:  Alane Hernandez Chavez, Num. de Cuenta: 3250975, Edad: 18, Direccion: AZTECAS MZ 104, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4300, Semestre: 2, Num. Inscripcion: 572],
Alumno[Nombre:  Daler Lopez Gomez, Num. de Cuenta: 3210976, Edad: 27, Direccion: FCO PRIMO DE VERDAD, BAJA CALIFORNIA, BAJA CALIFORNIA,21290, Semestre: 10, Num. Inscripcion: 284],
Alumno[Nombre:  Levin Gomez Ortiz, Num. de Cuenta: 3230977, Edad: 21, Direccion: LOMAS DEL SUR, AGUASCALIENTES, AGUASCALIENTES,20126, Semestre: 5, Num. Inscripcion: 434],
Alumno[Nombre:  Sensen Flores Vargas, Num. de Cuenta: 3230978, Edad: 21, Direccion: CINCO DE FEBRERO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3660, Semestre: 5, Num. Inscripcion: 238],
Alumno[Nombre:  Larabi Luna Estrada, Num. de Cuenta: 3220979, Edad: 26, Direccion: JOSE MARIA CASTORENA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,5008, Semestre: 8, Num. Inscripcion: 362],
Alumno[Nombre: Ananda Diaz Ortega, Num. de Cuenta: 3250980, Edad: 19, Direccion: CENTENO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,8400, Semestre: 2, Num. Inscripcion: 435],
Alumno[Nombre:  Veda Contreras Ramos, Num. de Cuenta: 3250981, Edad: 20, Direccion: MONTECITO 38 COND 5 SOTANO 1, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3810, Semestre: 2, Num. Inscripcion: 393],
Alumno[Nombre:  Kalani Hernandez Medina, Num. de Cuenta: 3210982, Edad: 26, Direccion: FRANCISCO I MADERO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,16710, Semestre: 10, Num. Inscripcion: 354],
Alumno[Nombre:  Kalani Bautista Rodriguez, Num. de Cuenta: 3240983, Edad: 22, Direccion: NEZAHUALCOYOTL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6080, Semestre: 4, Num. Inscripcion: 301],
Alumno[Nombre:  Nieva Tonino Mendez Morales, Num. de Cuenta: 3240984, Edad: 20, Direccion: NICOLAS BRAVO, MORELOS, MORELOS,62620, Semestre: 3, Num. Inscripcion: 420],
Alumno[Nombre:  Alane Tonino Vargas Flores, Num. de Cuenta: 3220985, Edad: 27, Direccion: CIRCUITO LA QUINTA MANZANA, AGUASCALIENTES, AGUASCALIENTES,20328, Semestre: 8, Num. Inscripcion: 366],
Alumno[Nombre:  Hidaia Juarez Garcia, Num. de Cuenta: 3250986, Edad: 19, Direccion: 16 DE septiembre, TAMAULIPAS, TAMAULIPAS,89050, Semestre: 2, Num. Inscripcion: 468],
Alumno[Nombre:  Numa Moreno Aguilar, Num. de Cuenta: 3240987, Edad: 19, Direccion: OTOMIES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14439, Semestre: 3, Num. Inscripcion: 516],
Alumno[Nombre:  Tonino Kalani Gonzalez Gomez, Num. de Cuenta: 3210988, Edad: 27, Direccion: AV DEL VALLE, AGUASCALIENTES, AGUASCALIENTES,20326, Semestre: 9, Num. Inscripcion: 405],
Alumno[Nombre:  Kalani Herrera Cruz, Num. de Cuenta: 3220989, Edad: 23, Direccion: BLVD MIGUEL DE LA MADRID, AGUASCALIENTES, AGUASCALIENTES,20920, Semestre: 7, Num. Inscripcion: 330],
Alumno[Nombre:  Vidar Luna Lopez, Num. de Cuenta: 3220990, Edad: 26, Direccion: EMILIO CARRANZA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15530, Semestre: 8, Num. Inscripcion: 297],
Alumno[Nombre:  Numa Cruz Guerrero, Num. de Cuenta: 3230991, Edad: 22, Direccion: AV ANGEL ALBINO CORSO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7939, Semestre: 5, Num. Inscripcion: 487],
